grant_key,gm_key,legacy_gm_key,ein,gm_name,gm_state,gm_country,gm_country_tran,gm_city,gm_county,gm_msa_code,gm_msa_name,gm_cong_dist,gm_type,gm_organization_code,gm_organization_tran,gm_estab_yr,family_fdn_flag,recipient_key,legacy_recipient_key,recip_ein,recip_name,recip_city,recip_state,recip_zipcode,recip_country,recip_country_tran,recip_county,msa_code,msa_name,recip_cong_dist,recip_location,recip_subject_code,recip_subject_tran,recip_population_code,recip_population_tran,recip_organization_code,recip_organization_tran,recip_strategy_code,recip_strategy_tran,recip_unit,auth_flag,amount,duration,yr_issued,description,grant_subject_code,grant_subject_tran,activity_override,activity_override_tran,grant_population_code,grant_population_tran,grant_strategy_code,grant_strategy_tran,grant_transaction_code,grant_transaction_tran,paid_auth_flag,currency,unconverted_amt,fund_name,fund_type,fund_sub_type,program_area,edition,source_file_type,edms_status,edms_needs_review,edms_needs_review_geo,domestic_foreign_flag,developing_country,intl_countries,intl_countries_tran,intl_geonames,intl_geonames_tran,intl_geotree,intl_geotree_tran,dom_geonames,dom_geonames_tran,dom_geotree,dom_geotree_tran,is_media,descrip_and_name,city_country,lat,lon,geometry,tokens
23712335,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3092569,3092569,         ,Command Prayer Centre Ministries International,Manchester,  ,M13 0LN,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15287,12.0,2015,"The organisation will use the funding to purchase equipment and resources to establish an IT cafe at a community centre. This will enable the group to deliver basic and accredited IT skills training to the local community, particularly those who are unemployed, older or in need of access to computers to carry out job searches or access online services.",SH000000; SN020000,Information and Communications; Economic development,SH000000,Information and Communications,PG030000,Economically disadvantaged people,UF0000,Capital and infrastructure,TA00,Cash grants,A,GBP,10000.0,,,,,,eFile,,,,F,,,,,,,,,,,,False,"Command Prayer Centre Ministries International The organisation will use the funding to purchase equipment and resources to establish an IT cafe at a community centre. This will enable the group to deliver basic and accredited IT skills training to the local community, particularly those who are unemployed, older or in need of access to computers to carry out job searches or access online services.","Manchester, United Kingdom",53.4807593,-2.2426305,POINT (-2.2426305 53.4807593),"['organisation', 'purchase', 'equipment', 'resources', 'establish', 'cafe', 'centre', 'enable', 'group', 'deliver', 'basic', 'accredit', 'skills', 'local', 'particularly', 'unemployed', 'older', 'need', 'access', 'computers', 'carry', 'job', 'search', 'access', 'service']"
23710773,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3091270,3091270,         ,Wolverhampton Community Radio Training,Wolverhampton,  ,WV1 4AP,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15287,12.0,2015,"This is a project by a community organisation in Wolverhampton. The group will use the funding to provide a community radio station to highlight community activities and to inform the diverse population of the help and support that is available locally for people with disabilities, LGBT and BME communities. This will build strength, cohesion and engagement within the community.",SH000000,Information and Communications,SH000000,Information and Communications,PE000000; PC010000,Ethnic and racial groups; LGBTQ people,UN0000,Program support,TA00,Cash grants,A,GBP,10000.0,,,,,,eFile,,,Y,F,,GB,United Kingdom,2633691,Wolverhampton,,,,,,,True,"Wolverhampton Community Radio Training This is a project by a community organisation in Wolverhampton. The group will use the funding to provide a community radio station to highlight community activities and to inform the diverse population of the help and support that is available locally for people with disabilities, LGBT and BME communities. This will build strength, cohesion and engagement within the community.","Wolverhampton, United Kingdom",52.586973,-2.12882,POINT (-2.12882 52.586973),"['organisation', 'wolverhampton', 'group', 'radio', 'station', 'highlight', 'activities', 'inform', 'diverse', 'population', 'available', 'locally', 'people', 'disabilities', 'lgbt', 'bme', 'communities', 'build', 'strength', 'cohesion', 'engagement', 'within']"
23710062,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3091341,3091341,         ,East of England Children and Young People's Diabetes Network,Cambridge,  ,CB2 0QQ,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15287,12.0,2015,"The organisation will use the funding to create an online digital education package that will provide staff responsible for supporting children and young people with type 1 diabetes with information and advice about monitoring blood sugar, food intake and insulin. This will help care providers and teachers improve their knowledge of type 1 diabetes and help them provide better support for children and young people in their care, as well as prevent them from being excluded or isolated due to their condition.",SE150600; SH000000,"Endocrine, nutritional and metabolic diseases; Information and Communications",SE150600,"Endocrine, nutritional and metabolic diseases",PA010000,Children and youth,UQ0400,Product and service delivery,TA00,Cash grants,A,GBP,10000.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"East of England Children and Young People's Diabetes Network The organisation will use the funding to create an online digital education package that will provide staff responsible for supporting children and young people with type 1 diabetes with information and advice about monitoring blood sugar, food intake and insulin. This will help care providers and teachers improve their knowledge of type 1 diabetes and help them provide better support for children and young people in their care, as well as prevent them from being excluded or isolated due to their condition.","Cambridge, United Kingdom",52.205337,0.121817,POINT (0.121817 52.205337),"['organisation', 'create', 'digital', 'education', 'package', 'staff', 'responsible', 'support', 'children', 'young', 'people', 'type', 'diabetes', 'advice', 'monitor', 'blood', 'sugar', 'food', 'intake', 'insulin', 'care', 'providers', 'teachers', 'improve', 'knowledge', 'type', 'diabetes', 'better', 'children', 'young', 'people', 'care', 'well', 'prevent', 'exclude', 'isolate', 'due', 'condition']"
24491050,150859,INDI376,         ,The Indigo Trust,,GB,United Kingdom,London,,     ,,,PC,,,1999,,595726,7662436,         ,Nesta Operating Company,London,  ,EC4A 1DE,GB,United Kingdom,,0,,,United Kingdom,SN000000; SD040000,Community and economic development; Nonprofits,,,EA000000,Non-governmental organizations,UD0000,Capacity-building and technical assistance,,Y,15287,12.0,2015,"To enable technical improvements to 360 Degree Giving, an initiative which helps UK grant makers and philanthropists to publish their grant information online in an easy to use way.",SH000000; SD000000; SN000000,Information and Communications; Philanthropy; Community and economic development,SH000000,Information and Communications,,,UD0000,Capacity-building and technical assistance,TA00,Cash grants,A,GBP,10000.0,,,,,,eFile,Complete,,,F,,GB,United Kingdom,2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,True,"Nesta Operating Company To enable technical improvements to 360 Degree Giving, an initiative which helps UK grant makers and philanthropists to publish their grant information online in an easy to use way.","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['enable', 'technical', 'improvements', '360', 'degree', 'give', 'help', 'uk', 'makers', 'philanthropists', 'publish', 'easy', 'way']"
24482083,150859,INDI376,         ,The Indigo Trust,,GB,United Kingdom,London,,     ,,,PC,,,1999,,578631,7641234,         ,Medecins Sans Frontieres,London,  ,EC1N 8QX,GB,United Kingdom,,0,,,United Kingdom,SE000000; ST040000; SS030000,Health; International development; Basic and emergency aid,,,,,UE0500,Volunteer development,,N,15287,12.0,2015,"To support MSF'S Missing Maps work in South Kivu, DRC. The project seeks to map communities and infrastructure using the Openstreetmap platform to provide MSF teams and others with accurate geographical information on South Kivu.",SE000000; ST040000; SS030000; SH050109; SH040700,Health; International development; Basic and emergency aid; Geographic Information Systems; Web media,SE000000,Health,PG030200,Low-income people,UN0000,Program support,TA00,Cash grants,A,GBP,10000.0,,,,,,eFile,Complete,,,F,,CD,"Congo, Democratic Republic of the",205413,South Kivu Province,,,,,,,False,"Medecins Sans Frontieres To support MSF'S Missing Maps work in South Kivu, DRC. The project seeks to map communities and infrastructure using the Openstreetmap platform to provide MSF teams and others with accurate geographical information on South Kivu.","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['msf', 'miss', 'map', 'work', 'south', 'kivu', 'drc', 'seek', 'map', 'communities', 'infrastructure', 'use', 'openstreetmap', 'platform', 'msf', 'team', 'others', 'accurate', 'geographical', 'south', 'kivu']"
24482089,150859,INDI376,         ,The Indigo Trust,,GB,United Kingdom,London,,     ,,,PC,,,1999,,570917,7631170,         ,Open Knowledge International,London,  ,EC2A 4NE,GB,United Kingdom,,0,,,United Kingdom,SR020300; SH030100; SH010200,Freedom of information; Media democracy; Open data,,,EA000000,Non-governmental organizations,,,,Y,15287,12.0,2015,"Open Knowledge is an international non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge. This grant is for core costs.",SR020300; SH010200; SH030100; SN000000,Freedom of information; Open data; Media democracy; Community and economic development,SR020300,Freedom of information,,,UK0100; UH0100,Advocacy; Public engagement and education,TA00,Cash grants,A,GBP,10000.0,,,,,,eFile,Complete,,,F,,GB,United Kingdom,2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,False,"Open Knowledge International Open Knowledge is an international non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge. This grant is for core costs.","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['open', 'knowledge', 'international', 'nonprofit', 'network', 'people', 'passionate', 'openness', 'use', 'advocacy', 'technology', 'unlock', 'enable', 'people', 'work', 'create', 'share', 'knowledge', 'core', 'cost']"
23710185,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3074132,3074132,         ,Creative Academies Ltd,Sandwell,  ,DY4 8UH,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15285,12.0,2015,The group will use the funding to deliver extra-curricular digital media learning and raise awareness of internet abuse to young people at risk of online exploitation. This will prepare young people to be safe onine and recognise these dangers.,SH050200; SB090000,Telecommunications; Education services,SH050200,Telecommunications,PJ050100; PG060100; PA010400; PC040104,Students; Victims of crime and abuse; Adolescents; Adolescent girls,UP0000; UN0000,Presentations and productions; Program support,TA00,Cash grants,A,GBP,9999.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Creative Academies Ltd The group will use the funding to deliver extra-curricular digital media learning and raise awareness of internet abuse to young people at risk of online exploitation. This will prepare young people to be safe onine and recognise these dangers.,"Sandwell, United Kingdom",52.5361674,-2.010793,POINT (-2.010793 52.5361674),"['group', 'deliver', 'extracurricular', 'digital', 'media', 'learn', 'raise', 'awareness', 'internet', 'abuse', 'young', 'people', 'risk', 'exploitation', 'prepare', 'young', 'people', 'safe', 'onine', 'recognise', 'dangers']"
23712370,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3092608,3092608,         ,Learning Abilities TV,Gateshead,  ,NE8 1BH,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15285,12.0,2015,"The organisation will use the funding to deliver a training programme in multimedia skills, digital media and editing for people with learning disabilities. This will enable beneficiaries to develop their media skills, to produce films of their lives and daily challenges, interactions with health and social care professionals, raise awareness of help lines and support services, to help promote understanding of people with learning difficulties and encourage a more tolerant and inclusive society.",SH040000; SS000000; SE000000,Communication media; Human services; Health,SH040000,Communication media,PH010400; PH010600,People with psychosocial disabilities; People with learning disabilities,UP0000,Presentations and productions,TA00,Cash grants,A,GBP,9999.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Learning Abilities TV The organisation will use the funding to deliver a training programme in multimedia skills, digital media and editing for people with learning disabilities. This will enable beneficiaries to develop their media skills, to produce films of their lives and daily challenges, interactions with health and social care professionals, raise awareness of help lines and support services, to help promote understanding of people with learning difficulties and encourage a more tolerant and inclusive society.","Gateshead, United Kingdom",54.95268,-1.603411,POINT (-1.603411 54.95268),"['organisation', 'deliver', 'programme', 'multimedia', 'skills', 'digital', 'media', 'edit', 'people', 'learn', 'disabilities', 'enable', 'beneficiaries', 'media', 'skills', 'produce', 'film', 'live', 'daily', 'challenge', 'interactions', 'health', 'social', 'care', 'professionals', 'raise', 'awareness', 'line', 'service', 'promote', 'understand', 'people', 'learn', 'difficulties', 'encourage', 'tolerant', 'inclusive', 'society']"
24359136,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3169754,3169754,         ,Create,Mid Suffolk,  ,IP23 7AN,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15284,12.0,2015,"The organisation will use the funding to purchase additional digital filmmaking equipment and deliver workshops in scriptwriting, film production and employability skills to people who are unemployed, have low incomes or have caring responsibilities.This will enable the group to provide support to people who are NEET by using creative filmmaking to improve confidence and employability skills.",SH040000,Communication media,SH040000,Communication media,PG030200,Low-income people,UF0000,Capital and infrastructure,TA00,Cash grants,A,GBP,9998.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Create The organisation will use the funding to purchase additional digital filmmaking equipment and deliver workshops in scriptwriting, film production and employability skills to people who are unemployed, have low incomes or have caring responsibilities.This will enable the group to provide support to people who are NEET by using creative filmmaking to improve confidence and employability skills.","Mid Suffolk, United Kingdom",52.27137700000001,1.0721487,POINT (1.0721487 52.27137700000001),"['organisation', 'purchase', 'additional', 'digital', 'filmmaking', 'equipment', 'deliver', 'workshops', 'scriptwriting', 'film', 'production', 'employability', 'skills', 'people', 'unemployed', 'low', 'incomes', 'care', 'responsibilitiesthis', 'enable', 'group', 'people', 'neet', 'use', 'creative', 'filmmaking', 'improve', 'confidence', 'employability', 'skills']"
24359505,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3170671,3170671,         ,GWD Web Solutions C.I.C.,Mansfield,  ,NG18 1AH,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15284,12.0,2015,The group will use the funding to expand their services to deliver IT training and skills development through elearning courses for young people who are NEET and people from the not for profit sector. This will enable beneficiaries to acquire the necessary skills to improve their employability.,SH000000,Information and Communications,SH000000,Information and Communications,PJ020000,Unemployed people,UD0000,Capacity-building and technical assistance,TA00,Cash grants,A,GBP,9998.0,,,,,,eFile,,,,F,,,,,,,,,,,,False,GWD Web Solutions C.I.C. The group will use the funding to expand their services to deliver IT training and skills development through elearning courses for young people who are NEET and people from the not for profit sector. This will enable beneficiaries to acquire the necessary skills to improve their employability.,"Mansfield, United Kingdom",53.147195,-1.198674,POINT (-1.198674 53.147195),"['group', 'expand', 'service', 'deliver', 'skills', 'elearning', 'course', 'young', 'people', 'neet', 'people', 'profit', 'sector', 'enable', 'beneficiaries', 'acquire', 'necessary', 'skills', 'improve', 'employability']"
24654471,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3330084,3330084,         ,Stroke Association,Corby,  ,NN17 1RN,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15281,12.0,2015,"The group will use the funding to work with the local community library to create a piece of theatre to inform people about the effects of a stroke, stroke prevention and communication. This will help foster empathy for people living with the effects of a stroke, and encourage better communication to promote social inclusion in the community.",SH000000,Information and Communications,SH000000,Information and Communications,,,UN0000,Program support,TA00,Cash grants,A,GBP,9996.0,,,,,,eFile,,,,F,,,,,,,,,,,,False,"Stroke Association The group will use the funding to work with the local community library to create a piece of theatre to inform people about the effects of a stroke, stroke prevention and communication. This will help foster empathy for people living with the effects of a stroke, and encourage better communication to promote social inclusion in the community.","Corby, United Kingdom",52.49229829999999,-0.6842332999999999,POINT (-0.6842332999999999 52.49229829999999),"['group', 'work', 'local', 'library', 'create', 'piece', 'theatre', 'inform', 'people', 'effect', 'stroke', 'stroke', 'prevention', 'communication', 'foster', 'empathy', 'people', 'live', 'effect', 'stroke', 'encourage', 'better', 'communication', 'promote', 'social', 'inclusion']"
23705630,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3089385,3089385,         ,Restore (York) Limited,York,  ,YO10 3BU,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15281,12.0,2015,"The organisation will use funding to purchase tumble dryers, bikes and laptops for their ‘housing the homeless accommodation’, as well as provide outings for service users. This will empower residents to do their own laundry for attending appointments and interviews, have access to affordable transport and online advice and information, with the overall aim of promoting independence and wellbeing.",SS090200; SN020300; SR020800; SH030102,Homeless services; Employment; Economic justice; Digital divide,SS090200,Homeless services,PG030100,Homeless people,UF0200; UQ0400; UJ0700,Equipment; Product and service delivery; Online engagement,TA00,Cash grants,A,GBP,9996.0,,,,,,eFile,Complete,,,F,,,,,,,,,,,,False,"Restore (York) Limited The organisation will use funding to purchase tumble dryers, bikes and laptops for their ‘housing the homeless accommodation’, as well as provide outings for service users. This will empower residents to do their own laundry for attending appointments and interviews, have access to affordable transport and online advice and information, with the overall aim of promoting independence and wellbeing.","York, United Kingdom",53.95996510000001,-1.0872979,POINT (-1.0872979 53.95996510000001),"['organisation', 'purchase', 'tumble', 'dryers', 'bike', 'laptops', 'house', 'homeless', 'accommodation', 'well', 'out', 'service', 'users', 'empower', 'residents', 'laundry', 'attend', 'appointments', 'interview', 'access', 'affordable', 'transport', 'advice', 'overall', 'aim', 'promote', 'independence', 'wellbeing']"
23710675,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3091303,3091303,         ,Kohinoor Radio 97.3,Leicester,  ,LE5 4HR,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15281,12.0,2015,The group will use the funding to deliver radio broadcasting training sessions for young people who are experiencing the negative effects of social and economic disadvantage. This will equip those taking part with transferrable skills and create pathways to employment.,SH000000; SN020000,Information and Communications; Economic development,SH000000,Information and Communications,PG030000,Economically disadvantaged people,UP0300; UQ0400,Recordings; Product and service delivery,TA00,Cash grants,A,GBP,9996.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Kohinoor Radio 97.3 The group will use the funding to deliver radio broadcasting training sessions for young people who are experiencing the negative effects of social and economic disadvantage. This will equip those taking part with transferrable skills and create pathways to employment.,"Leicester, United Kingdom",52.6368778,-1.1397592,POINT (-1.1397592 52.6368778),"['group', 'deliver', 'radio', 'broadcast', 'sessions', 'young', 'people', 'experience', 'negative', 'effect', 'social', 'economic', 'disadvantage', 'equip', 'take', 'part', 'transferrable', 'skills', 'create', 'pathways', 'employment']"
24651925,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3328753,3328753,         ,The Sussex Heart Charity,Brighton and Hove,  ,BN2 1ES,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15279,12.0,2015,"The organisation will use the funding to upgrade its IT equipment and network across the organisation. This will increase the efficiency of the organisation, increase its social media presence, and make it better able to monitor its Automated External Defibrillators and their service schedule helping to prevent premature death by heart attacks.",SE000000; SH000000,Health; Information and Communications,SE000000,Health,,,UF0000,Capital and infrastructure,TA00,Cash grants,A,GBP,9995.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"The Sussex Heart Charity The organisation will use the funding to upgrade its IT equipment and network across the organisation. This will increase the efficiency of the organisation, increase its social media presence, and make it better able to monitor its Automated External Defibrillators and their service schedule helping to prevent premature death by heart attacks.","Brighton and Hove, United Kingdom",50.8226288,-0.137047,POINT (-0.137047 50.8226288),"['organisation', 'upgrade', 'equipment', 'network', 'across', 'organisation', 'increase', 'efficiency', 'organisation', 'increase', 'social', 'media', 'presence', 'make', 'better', 'able', 'monitor', 'automate', 'external', 'defibrillators', 'service', 'schedule', 'help', 'prevent', 'premature', 'death', 'heart', 'attack']"
24653931,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3330291,3330291,         ,Wadhurst CofE Primary School,Wealden,  ,TN5 6SR,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15279,12.0,2015,The group will use the funding to hold a lunchtime multimedia publishing club for the wider school community. This will provide alternative lunch time IT activities which will involve building the school website and IT projects and activities which will be used as a vehicle to improve the self esteem and confidence of children with anxiety and stress issues during lunchtimes.,SB000000; SH000000,Education; Information and Communications,SB000000,Education,PA010200; PJ050100,Children; Students,UP0000,Presentations and productions,TA00,Cash grants,A,GBP,9995.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Wadhurst CofE Primary School The group will use the funding to hold a lunchtime multimedia publishing club for the wider school community. This will provide alternative lunch time IT activities which will involve building the school website and IT projects and activities which will be used as a vehicle to improve the self esteem and confidence of children with anxiety and stress issues during lunchtimes.,"Wealden, United Kingdom",50.9703846,0.2306394,POINT (0.2306394 50.9703846),"['group', 'hold', 'lunchtime', 'multimedia', 'publish', 'club', 'wider', 'school', 'alternative', 'lunch', 'time', 'activities', 'involve', 'build', 'school', 'website', 'project', 'activities', 'use', 'vehicle', 'improve', 'self', 'esteem', 'confidence', 'children', 'anxiety', 'stress', 'issue', 'lunchtimes']"
23710693,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3091420,3091420,         ,Latin Elephant,Southwark,  ,SE1 6SX,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15279,12.0,2015,"The group will use the funding to deliver video and photography workshops for the Latin American community that will engage participants with local regeneration. This will promote social integration and cohesion, develop communication skills and improve self-esteem.",SS000000; SH000000,Human services; Information and Communications,SS000000,Human services,PE000000,Ethnic and racial groups,UN0000,Program support,TA00,Cash grants,A,GBP,9995.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Latin Elephant The group will use the funding to deliver video and photography workshops for the Latin American community that will engage participants with local regeneration. This will promote social integration and cohesion, develop communication skills and improve self-esteem.","Southwark, United Kingdom",51.4880572,-0.0762838,POINT (-0.0762838 51.4880572),"['group', 'deliver', 'video', 'photography', 'workshops', 'latin', 'american', 'engage', 'participants', 'local', 'regeneration', 'promote', 'social', 'integration', 'cohesion', 'communication', 'skills', 'improve', 'selfesteem']"
23709234,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3090693,3090693,         ,Women Today,Middlesbrough,  ,TS1 5AP,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15279,12.0,2015,"The organisation in Darlington will use the funding to deliver weekly workshop activities and meetings for women and girls to address social and health issues, and produce short films on service providers, culminating in an international women’s day event with speakers.",SS000000; SE000000; SH000000,Human services; Health; Information and Communications,SS000000,Human services,PC040000,Women and girls,UJ0200,Conferences and exhibits,TA00,Cash grants,A,GBP,9995.0,,,,,,eFile,,,Y,F,,GB,United Kingdom,2651513,Darlington,,,,,,,True,"Women Today The organisation in Darlington will use the funding to deliver weekly workshop activities and meetings for women and girls to address social and health issues, and produce short films on service providers, culminating in an international women’s day event with speakers.","Middlesbrough, United Kingdom",54.574227,-1.234956,POINT (-1.234956 54.574227),"['organisation', 'darlington', 'deliver', 'weekly', 'workshop', 'activities', 'meet', 'women', 'girls', 'address', 'social', 'health', 'issue', 'produce', 'short', 'film', 'service', 'providers', 'culminate', 'international', 'women', 'day', 'event', 'speakers']"
24041750,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3088227,3088227,         ,Community and Voluntary Services Cheshire East,Cheshire East,  ,CW11 1BA,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15276,12.0,2015,"The organisation will use the funding to deliver training sessions for new volunteers and develop their website to incorporate a bespoke, user friendly volunteering recruitment site, and enable volunteers to share their positive experiences online. This will also provide two events to showcase the benefits of the project and share good practices, towards helping to strengthen the local volunteering sector.",SS000000; SH000000,Human services; Information and Communications,SS000000,Human services,PG030000,Economically disadvantaged people,UP0500,Online media,TA00,Cash grants,A,GBP,9993.0,,,,,,eFile,,,,F,,,,,,,,,,,,False,"Community and Voluntary Services Cheshire East The organisation will use the funding to deliver training sessions for new volunteers and develop their website to incorporate a bespoke, user friendly volunteering recruitment site, and enable volunteers to share their positive experiences online. This will also provide two events to showcase the benefits of the project and share good practices, towards helping to strengthen the local volunteering sector.","Cheshire East, United Kingdom",53.1610446,-2.2185932,POINT (-2.2185932 53.1610446),"['organisation', 'deliver', 'sessions', 'volunteer', 'website', 'incorporate', 'bespeak', 'user', 'friendly', 'volunteer', 'recruitment', 'site', 'enable', 'volunteer', 'share', 'positive', 'experience', 'also', 'two', 'events', 'showcase', 'benefit', 'share', 'good', 'practice', 'towards', 'help', 'strengthen', 'local', 'volunteer', 'sector']"
23711982,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3090786,3090786,         ,CEDE Foundation,Manchester,  ,M40 8BB,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15275,12.0,2015,"The organisation will use funding to deliver web design workshops, for NEET and economically inactive members of the community. This will provide beneficiaries with the basic ICT skills to enter into self employment or further training with the opportunity to gain a recognised qualification, with the aim of reducing unemployment in the area.",SN020300; SH000000,Employment; Information and Communications,SN020300,Employment,PG030000,Economically disadvantaged people,UQ0400; UJ0200,Product and service delivery; Conferences and exhibits,TA00,Cash grants,A,GBP,9992.0,,,,,,eFile,,,,F,,,,,,,,,,,,False,"CEDE Foundation The organisation will use funding to deliver web design workshops, for NEET and economically inactive members of the community. This will provide beneficiaries with the basic ICT skills to enter into self employment or further training with the opportunity to gain a recognised qualification, with the aim of reducing unemployment in the area.","Manchester, United Kingdom",53.4807593,-2.2426305,POINT (-2.2426305 53.4807593),"['organisation', 'deliver', 'web', 'design', 'workshops', 'neet', 'economically', 'inactive', 'members', 'beneficiaries', 'basic', 'ict', 'skills', 'enter', 'self', 'employment', 'opportunity', 'gain', 'recognise', 'qualification', 'aim', 'reduce', 'unemployment', 'area']"
23779741,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,592621,7658067,         ,Relate Greater Manchester South,Manchester,  ,M16 9EZ,GB,United Kingdom,,0,,,United Kingdom,SS040400,Family counseling,,,EA000000,Non-governmental organizations,,,,Y,15271,12.0,2015,"The organisation will use the funding to launch new channels of delivery including telephone, email and Live Chat platforms for their counselling services. This will enable the organisation to increase its capacity and allow them to engage with their clients discreetly and conveniently.",SH000000,Information and Communications,SH000000,Information and Communications,PG030000,Economically disadvantaged people,UK0700,Equal access,TA00,Cash grants,A,GBP,9990.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Relate Greater Manchester South The organisation will use the funding to launch new channels of delivery including telephone, email and Live Chat platforms for their counselling services. This will enable the organisation to increase its capacity and allow them to engage with their clients discreetly and conveniently.","Manchester, United Kingdom",53.4807593,-2.2426305,POINT (-2.2426305 53.4807593),"['organisation', 'launch', 'channel', 'delivery', 'include', 'telephone', 'email', 'live', 'chat', 'platforms', 'counsel', 'service', 'enable', 'organisation', 'increase', 'capacity', 'allow', 'engage', 'clients', 'discreetly', 'conveniently']"
23764443,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,586978,7649724,         ,Doncaster Mind,Doncaster,  ,DN1 2PG,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,15271,12.0,2015,"The organisation will use funding to install computers within their premises, for the use of people with mental health issues. This will provide service users with the opportunity to learn how to access online advice and information, along with job search and form completion, with the aim of reducing digital exclusion.",SH050200,Telecommunications,SH050200,Telecommunications,PH010000,People with disabilities,UP0000,Presentations and productions,TA00,Cash grants,A,GBP,9990.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Doncaster Mind The organisation will use funding to install computers within their premises, for the use of people with mental health issues. This will provide service users with the opportunity to learn how to access online advice and information, along with job search and form completion, with the aim of reducing digital exclusion.","Doncaster, United Kingdom",53.52282,-1.128462,POINT (-1.128462 53.52282),"['organisation', 'install', 'computers', 'within', 'premise', 'people', 'mental', 'health', 'issue', 'service', 'users', 'opportunity', 'learn', 'access', 'advice', 'along', 'job', 'search', 'form', 'completion', 'aim', 'reduce', 'digital', 'exclusion']"
